25,19,74.609,10,60,NaN,NaN,NaN,45,NaN,7.4447e-18,60
14,34,39.792,NaN,59.4,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
23,22,68.113,NaN,58.8,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
37,11,89.665,NaN,58.2,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
31,30,62.627,NaN,57.6,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
15,23,45.391,NaN,57,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
3,2,33.913,NaN,56.4,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
21,31,57.373,NaN,55.8,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
38,5,93.623,NaN,55.2,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
23,19,68.113,NaN,54.6,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,54,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,53.4,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,52.8,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,52.2,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,51.6,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,51,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,50.4,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,49.8,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,49.2,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,48.6,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,48,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,47.4,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,46.8,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,46.2,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,45.6,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,45,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,44.4,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,43.8,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,43.2,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,42.6,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,42,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,41.4,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,40.8,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,40.2,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,39.6,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,39,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,38.4,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,37.8,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,37.2,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,36.6,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,36,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,35.4,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,34.8,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,34.2,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,33.6,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,33,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,32.4,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,31.8,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,31.2,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,30.6,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,30,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,29.4,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,28.8,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,28.2,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,27.6,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,27,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,26.4,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,25.8,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,25.2,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,24.6,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,24,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,23.4,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,22.8,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,22.2,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,21.6,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,21,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,20.4,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,19.8,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,19.2,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,18.6,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,18,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,17.4,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,16.8,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,16.2,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,15.6,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,16.2,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,16.8,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,17.4,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,18,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,18.6,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,19.2,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,19.8,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,20.4,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,21,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,21.6,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,22.2,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,22.8,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,23.4,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,24,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,24.6,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,25.2,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,25.8,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,26.4,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,27,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,27.6,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,28.2,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,28.8,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,29.4,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,30,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,30.6,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,31.2,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,31.8,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,32.4,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,33,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,33.6,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,34.2,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,34.8,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,35.4,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,36,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,36.6,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,37.2,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,37.8,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,38.4,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,39,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,38.4,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,37.8,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,37.2,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,36.6,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,36,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,35.4,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
NaN,NaN,NaN,NaN,34.8,NaN,NaN,NaN,NaN,NaN,7.4447e-18,60
